customer_id,name,email,age,city,state,signup_date,number_of_orders,total_spent,average_order_value,anomaly_prediction,is_anomaly
CUST00026,Henry Moore,henry.moore@example.com,66,Austin,TX,2025-10-15,3.0,148.91,49.64,1,False
CUST00027,Ethan Miller,ethan.miller@example.com,40,Denton,TX,2026-04-05,4.0,402.28,100.57,1,False
CUST00028,Liam Moore,liam.moore@example.com,26,Austin,TX,2025-01-20,3.0,254.16,84.72,1,False
CUST00029,James Moore,james.moore@example.com,34,Arlington,TX,2023-09-06,1.0,56.57,56.57,1,False
CUST00030,Olivia Johnson,olivia.johnson@example.com,19,Austin,TX,2025-02-13,4.0,243.27,60.82,1,False
CUST00031,Ava Wilson,ava.wilson@example.com,36,Arlington,TX,2025-02-02,2.0,116.56,58.28,1,False
CUST00032,James Davis,james.davis@example.com,36,Houston,TX,2026-02-08,2.0,71.33,35.66,1,False
CUST00033,Lucas Davis,lucas.davis@example.com,73,Austin,TX,2024-11-22,1.0,32.23,32.23,1,False
CUST00034,Ethan Miller,ethan.miller@example.com,24,Plano,TX,2025-03-30,1.0,36.34,36.34,1,False
CUST00035,Amelia Brown,amelia.brown@example.com,71,Plano,TX,2024-12-19,0.0,0.0,0.0,1,False
CUST00036,James Johnson,james.johnson@example.com,59,Dallas,TX,2023-08-22,3.0,222.0,74.0,1,False
CUST00037,Mia Williams,mia.williams@example.com,59,Arlington,TX,2023-01-24,1.0,145.41,145.41,1,False
CUST00038,Ava Thomas,ava.thomas@example.com,37,Austin,TX,2025-11-15,1.0,68.52,68.52,1,False
CUST00039,Isabella Garcia,isabella.garcia@example.com,26,Plano,TX,2025-10-02,1.0,41.02,41.02,1,False
CUST00040,Isabella Thomas,isabella.thomas@example.com,34,Frisco,TX,2024-06-05,1.0,77.85,77.85,1,False
CUST00041,Harper Thomas,harper.thomas@example.com,44,Houston,TX,2023-01-17,1.0,40.33,40.33,1,False
CUST00042,Lucas Jones,lucas.jones@example.com,64,Denton,TX,2023-09-02,1.0,62.41,62.41,1,False
CUST00043,James Thomas,james.thomas@example.com,19,Houston,TX,2024-12-18,1.0,105.67,105.67,1,False
CUST00044,James Davis,james.davis@example.com,53,Frisco,TX,2025-02-08,1.0,122.77,122.77,1,False
CUST00045,Harper Garcia,harper.garcia@example.com,36,Frisco,TX,2024-12-17,2.0,348.56,174.28,1,False
CUST00046,Henry Garcia,henry.garcia@example.com,34,Dallas,TX,2026-05-10,0.0,0.0,0.0,1,False
CUST00047,Henry Smith,henry.smith@example.com,22,Houston,TX,2026-06-25,0.0,0.0,0.0,1,False
CUST00048,Harper Brown,harper.brown@example.com,56,Houston,TX,2023-04-28,2.0,116.43,58.22,1,False
CUST00049,Henry Jones,henry.jones@example.com,35,Austin,TX,2023-01-09,1.0,13.09,13.09,1,False
CUST00050,Emma Thomas,emma.thomas@example.com,70,Arlington,TX,2024-08-20,1.0,78.64,78.64,1,False
CUST00051,James Anderson,james.anderson@example.com,71,Fort Worth,TX,2023-01-23,0.0,0.0,0.0,1,False
CUST00052,Sophia Williams,sophia.williams@example.com,24,Denton,TX,2023-08-28,1.0,26.42,26.42,1,False
CUST00053,Noah Moore,noah.moore@example.com,34,Houston,TX,2023-01-27,1.0,56.88,56.88,1,False
CUST00054,Mia Wilson,mia.wilson@example.com,56,Denton,TX,2025-09-10,0.0,0.0,0.0,1,False
CUST00055,Emma Smith,emma.smith@example.com,53,Denton,TX,2026-01-09,3.0,188.69,62.9,1,False
CUST00056,Olivia Garcia,olivia.garcia@example.com,57,Denton,TX,2023-07-18,1.0,22.33,22.33,1,False
CUST00057,Emma Garcia,emma.garcia@example.com,62,Houston,TX,2025-02-13,2.0,53.53,26.76,1,False
CUST00058,Sophia Taylor,sophia.taylor@example.com,21,Fort Worth,TX,2023-04-02,1.0,51.95,51.95,1,False
CUST00059,Olivia Jones,olivia.jones@example.com,55,Houston,TX,2025-04-30,1.0,25.54,25.54,1,False
CUST00060,Mia Thomas,mia.thomas@example.com,42,Austin,TX,2026-01-12,3.0,142.96,47.65,1,False
CUST00061,Sophia Jackson,sophia.jackson@example.com,22,Austin,TX,2023-10-27,0.0,0.0,0.0,1,False
CUST00062,Liam Jones,liam.jones@example.com,47,Fort Worth,TX,2023-10-23,0.0,0.0,0.0,1,False
CUST00063,Noah Taylor,noah.taylor@example.com,29,Plano,TX,2024-10-08,0.0,0.0,0.0,1,False
CUST00064,Mia Martin,mia.martin@example.com,21,Houston,TX,2025-09-27,3.0,194.72,64.91,1,False
CUST00065,James Moore,james.moore@example.com,41,Plano,TX,2025-12-18,0.0,0.0,0.0,1,False
CUST00066,Henry Jones,henry.jones@example.com,46,Denton,TX,2025-06-27,1.0,19.45,19.45,1,False
CUST00067,Liam Garcia,liam.garcia@example.com,26,Houston,TX,2025-05-20,1.0,637.52,637.52,-1,True
CUST00068,Lucas Davis,lucas.davis@example.com,21,Arlington,TX,2025-01-22,1.0,49.91,49.91,1,False
CUST00069,Mia Johnson,mia.johnson@example.com,68,Houston,TX,2023-12-08,2.0,128.29,64.14,1,False
CUST00070,Lucas Garcia,lucas.garcia@example.com,41,Austin,TX,2023-03-03,2.0,188.73,94.36,1,False
CUST00071,Olivia Smith,olivia.smith@example.com,31,Dallas,TX,2025-02-14,1.0,57.76,57.76,1,False
CUST00072,Liam Brown,liam.brown@example.com,22,Frisco,TX,2024-09-16,3.0,172.5,57.5,1,False
CUST00073,Noah Martin,noah.martin@example.com,35,Dallas,TX,2023-09-13,3.0,198.06,66.02,1,False
CUST00074,James Taylor,james.taylor@example.com,59,Dallas,TX,2025-04-07,2.0,139.49,69.74,1,False
CUST00075,Harper Williams,harper.williams@example.com,74,Dallas,TX,2025-10-10,0.0,0.0,0.0,1,False
CUST00076,James Wilson,james.wilson@example.com,36,Frisco,TX,2024-09-06,1.0,54.44,54.44,1,False
CUST00077,Sophia Williams,sophia.williams@example.com,29,Plano,TX,2023-09-02,3.0,156.98,52.33,1,False
CUST00078,James Jackson,james.jackson@example.com,35,Frisco,TX,2025-01-26,1.0,86.44,86.44,1,False
CUST00079,Amelia Garcia,amelia.garcia@example.com,34,Plano,TX,2025-04-03,2.0,150.33,75.16,1,False
CUST00080,Mason Smith,mason.smith@example.com,47,Frisco,TX,2025-02-18,2.0,124.58,62.29,1,False
CUST00081,Harper Thomas,harper.thomas@example.com,41,Frisco,TX,2025-01-01,0.0,0.0,0.0,1,False
CUST00082,Emma Garcia,emma.garcia@example.com,28,Houston,TX,2025-05-27,2.0,169.8,84.9,1,False
CUST00083,Henry Brown,henry.brown@example.com,52,Plano,TX,2026-05-25,1.0,357.01,357.01,-1,True
CUST00084,Ava Davis,ava.davis@example.com,40,Houston,TX,2024-05-30,0.0,0.0,0.0,1,False
CUST00085,Noah Moore,noah.moore@example.com,34,Arlington,TX,2024-04-18,3.0,280.91,93.64,1,False
CUST00086,Liam Anderson,liam.anderson@example.com,18,Houston,TX,2023-02-05,0.0,0.0,0.0,1,False
CUST00087,Mason Wilson,mason.wilson@example.com,32,Dallas,TX,2026-04-16,0.0,0.0,0.0,1,False
CUST00088,Noah Brown,noah.brown@example.com,49,Fort Worth,TX,2025-11-06,2.0,208.87,104.44,1,False
CUST00089,Liam Taylor,liam.taylor@example.com,26,Fort Worth,TX,2025-04-09,4.0,218.01,54.5,1,False
CUST00090,Henry Thomas,henry.thomas@example.com,32,Austin,TX,2025-12-07,2.0,182.11,91.06,1,False
CUST00091,Ethan Taylor,ethan.taylor@example.com,45,Austin,TX,2025-12-21,0.0,0.0,0.0,1,False
CUST00092,Ethan Garcia,ethan.garcia@example.com,41,Denton,TX,2025-12-28,3.0,208.98,69.66,1,False
CUST00093,Lucas Smith,lucas.smith@example.com,52,Houston,TX,2024-01-01,0.0,0.0,0.0,1,False
CUST00094,Noah Brown,noah.brown@example.com,39,Frisco,TX,2026-03-31,1.0,72.89,72.89,1,False
CUST00095,Ethan Miller,ethan.miller@example.com,44,Frisco,TX,2025-08-02,0.0,0.0,0.0,1,False
CUST00096,Amelia Thomas,amelia.thomas@example.com,36,Fort Worth,TX,2025-09-02,1.0,53.08,53.08,1,False
CUST00097,Harper Jackson,harper.jackson@example.com,62,Dallas,TX,2024-03-06,0.0,0.0,0.0,1,False
CUST00098,Liam Smith,liam.smith@example.com,29,Plano,TX,2025-05-08,1.0,26.08,26.08,1,False
CUST00099,Lucas Davis,lucas.davis@example.com,37,Dallas,TX,2023-08-18,1.0,53.25,53.25,1,False
CUST00100,James Thomas,james.thomas@example.com,18,Denton,TX,2024-01-05,1.0,82.69,82.69,1,False
CUST00101,Liam Taylor,liam.taylor@example.com,38,Dallas,TX,2023-06-27,3.0,126.74,42.25,1,False
CUST00102,Lucas Thomas,lucas.thomas@example.com,66,Houston,TX,2024-07-21,2.0,159.09,79.54,1,False
CUST00103,Henry Anderson,henry.anderson@example.com,62,Houston,TX,2026-05-14,2.0,69.9,34.95,1,False
CUST00104,Noah Garcia,noah.garcia@example.com,18,Arlington,TX,2025-03-03,0.0,0.0,0.0,1,False
CUST00105,Henry Jones,henry.jones@example.com,27,Denton,TX,2025-06-18,3.0,606.84,202.28,-1,True
CUST00106,Harper Taylor,harper.taylor@example.com,64,Dallas,TX,2025-09-01,0.0,0.0,0.0,1,False
CUST00107,Harper Anderson,harper.anderson@example.com,49,Frisco,TX,2023-03-23,2.0,132.25,66.12,1,False
CUST00108,Mason Jackson,mason.jackson@example.com,56,Frisco,TX,2025-04-25,1.0,68.96,68.96,1,False
CUST00109,Henry Martin,henry.martin@example.com,39,Denton,TX,2025-01-31,0.0,0.0,0.0,1,False
CUST00110,Sophia Wilson,sophia.wilson@example.com,35,Dallas,TX,2026-05-01,2.0,90.48,45.24,1,False
CUST00111,James Johnson,james.johnson@example.com,65,Houston,TX,2024-09-09,2.0,229.02,114.51,1,False
CUST00112,Mia Jones,mia.jones@example.com,63,Houston,TX,2026-04-27,3.0,339.0,113.0,1,False
CUST00113,Henry Garcia,henry.garcia@example.com,49,Arlington,TX,2026-01-02,0.0,0.0,0.0,1,False
CUST00114,Mason Miller,mason.miller@example.com,44,Arlington,TX,2025-10-30,1.0,37.4,37.4,1,False
CUST00115,Olivia Jones,olivia.jones@example.com,45,Austin,TX,2023-08-04,4.0,307.49,76.87,1,False
CUST00116,Amelia Wilson,amelia.wilson@example.com,35,Denton,TX,2023-10-17,2.0,126.96,63.48,1,False
CUST00117,Liam Smith,liam.smith@example.com,56,Fort Worth,TX,2024-03-20,1.0,32.43,32.43,1,False
CUST00118,Harper Miller,harper.miller@example.com,66,Dallas,TX,2025-07-11,3.0,141.31,47.1,1,False
CUST00119,Olivia Taylor,olivia.taylor@example.com,46,Denton,TX,2024-07-05,2.0,55.23,27.62,1,False
CUST00120,Mason Miller,mason.miller@example.com,35,Frisco,TX,2023-07-12,1.0,72.46,72.46,1,False
CUST00121,Lucas Brown,lucas.brown@example.com,61,Dallas,TX,2023-10-16,3.0,250.19,83.4,1,False
CUST00122,Mia Wilson,mia.wilson@example.com,25,Arlington,TX,2024-08-05,4.0,258.24,64.56,1,False
CUST00123,James Martin,james.martin@example.com,71,Arlington,TX,2026-03-13,0.0,0.0,0.0,1,False
CUST00124,James Thomas,james.thomas@example.com,48,Austin,TX,2025-05-06,0.0,0.0,0.0,1,False
CUST00125,James Anderson,james.anderson@example.com,51,Fort Worth,TX,2025-02-19,4.0,310.76,77.69,1,False
CUST00126,Amelia Jones,amelia.jones@example.com,24,Austin,TX,2025-06-14,2.0,100.99,50.5,1,False
CUST00127,Mia Brown,mia.brown@example.com,53,Frisco,TX,2025-07-08,2.0,71.33,35.66,1,False
CUST00128,Amelia Moore,amelia.moore@example.com,35,Fort Worth,TX,2024-07-17,3.0,224.98,74.99,1,False
CUST00129,Harper Miller,harper.miller@example.com,55,Plano,TX,2023-01-13,0.0,0.0,0.0,1,False
CUST00130,Amelia Brown,amelia.brown@example.com,26,Dallas,TX,2025-09-13,2.0,228.72,114.36,1,False
CUST00131,Ava Jackson,ava.jackson@example.com,26,Austin,TX,2023-12-06,2.0,297.05,148.52,1,False
CUST00132,Mia Williams,mia.williams@example.com,63,Arlington,TX,2025-05-14,1.0,31.16,31.16,1,False
CUST00133,Sophia Wilson,sophia.wilson@example.com,25,Austin,TX,2023-11-08,0.0,0.0,0.0,1,False
CUST00134,Mia Anderson,mia.anderson@example.com,68,Plano,TX,2025-01-02,3.0,163.43,54.48,1,False
CUST00135,Mason Davis,mason.davis@example.com,52,Austin,TX,2026-02-01,2.0,133.59,66.8,1,False
CUST00136,Ava Smith,ava.smith@example.com,35,Dallas,TX,2023-12-05,2.0,132.52,66.26,1,False
CUST00137,James Miller,james.miller@example.com,22,Plano,TX,2026-05-06,2.0,102.05,51.02,1,False
CUST00138,Mason Wilson,mason.wilson@example.com,31,Denton,TX,2023-10-27,1.0,55.19,55.19,1,False
CUST00139,Mason Davis,mason.davis@example.com,45,Denton,TX,2023-12-25,0.0,0.0,0.0,1,False
CUST00140,Harper Davis,harper.davis@example.com,47,Denton,TX,2023-06-18,3.0,216.53,72.18,1,False
CUST00141,Isabella Moore,isabella.moore@example.com,21,Arlington,TX,2026-03-18,1.0,101.89,101.89,1,False
CUST00142,Emma Garcia,emma.garcia@example.com,56,Arlington,TX,2025-01-30,2.0,113.99,57.0,1,False
CUST00143,Ava Anderson,ava.anderson@example.com,37,Denton,TX,2025-02-06,1.0,35.24,35.24,1,False
CUST00144,Mason Brown,mason.brown@example.com,42,Denton,TX,2025-09-08,2.0,174.67,87.34,1,False
CUST00145,Emma Davis,emma.davis@example.com,45,Denton,TX,2023-02-11,1.0,14.01,14.01,1,False
CUST00146,Emma Williams,emma.williams@example.com,29,Houston,TX,2023-07-21,4.0,184.96,46.24,1,False
CUST00147,Ava Moore,ava.moore@example.com,19,Denton,TX,2025-08-27,2.0,66.15,33.08,1,False
CUST00148,Isabella Wilson,isabella.wilson@example.com,60,Plano,TX,2026-06-21,1.0,48.63,48.63,1,False
CUST00149,Olivia Moore,olivia.moore@example.com,31,Houston,TX,2024-04-08,0.0,0.0,0.0,1,False
CUST00150,Lucas Johnson,lucas.johnson@example.com,39,Houston,TX,2024-03-24,1.0,226.64,226.64,1,False
CUST00151,Sophia Johnson,sophia.johnson@example.com,48,Dallas,TX,2025-07-01,2.0,150.96,75.48,1,False
CUST00152,Lucas Thomas,lucas.thomas@example.com,40,Austin,TX,2025-03-08,3.0,134.29,44.76,1,False
CUST00153,Mia Moore,mia.moore@example.com,65,Arlington,TX,2025-03-04,1.0,114.41,114.41,1,False
CUST00154,James Jackson,james.jackson@example.com,37,Arlington,TX,2024-03-12,3.0,124.75,41.58,1,False
CUST00155,Sophia Thomas,sophia.thomas@example.com,55,Austin,TX,2024-06-14,2.0,76.86,38.43,1,False
CUST00156,Mia Miller,mia.miller@example.com,72,Arlington,TX,2024-07-18,0.0,0.0,0.0,1,False
CUST00157,Mason Thomas,mason.thomas@example.com,21,Austin,TX,2025-05-21,2.0,290.47,145.24,1,False
CUST00158,James Taylor,james.taylor@example.com,32,Plano,TX,2023-08-01,1.0,12.09,12.09,1,False
CUST00159,Liam Brown,liam.brown@example.com,41,Dallas,TX,2025-08-06,2.0,120.83,60.42,1,False
CUST00160,Ava Taylor,ava.taylor@example.com,42,Denton,TX,2026-02-01,4.0,392.67,98.17,1,False
CUST00161,Sophia Davis,sophia.davis@example.com,18,Dallas,TX,2023-07-11,4.0,222.0,55.5,1,False
CUST00162,Sophia Wilson,sophia.wilson@example.com,24,Frisco,TX,2026-01-09,4.0,160.37,40.09,1,False
CUST00163,Henry Miller,henry.miller@example.com,74,Dallas,TX,2024-12-05,3.0,167.75,55.92,1,False
CUST00164,Mason Jones,mason.jones@example.com,48,Austin,TX,2024-07-02,1.0,109.13,109.13,1,False
CUST00165,Olivia Davis,olivia.davis@example.com,29,Frisco,TX,2023-06-03,4.0,225.26,56.32,1,False
CUST00166,Emma Brown,emma.brown@example.com,59,Austin,TX,2024-07-24,1.0,40.28,40.28,1,False
CUST00167,James Johnson,james.johnson@example.com,22,Denton,TX,2023-08-28,3.0,196.31,65.44,1,False
CUST00168,Mason Anderson,mason.anderson@example.com,61,Fort Worth,TX,2024-01-09,2.0,141.73,70.87,1,False
CUST00169,Ethan Jackson,ethan.jackson@example.com,67,Frisco,TX,2025-03-15,3.0,349.13,116.38,1,False
CUST00170,Isabella Thomas,isabella.thomas@example.com,59,Denton,TX,2025-03-09,1.0,59.06,59.06,1,False
CUST00171,Emma Garcia,emma.garcia@example.com,55,Denton,TX,2026-05-12,3.0,359.21,119.74,1,False
CUST00172,Ava Wilson,ava.wilson@example.com,29,Arlington,TX,2024-09-02,0.0,0.0,0.0,1,False
CUST00173,Emma Smith,emma.smith@example.com,56,Arlington,TX,2024-11-18,0.0,0.0,0.0,1,False
CUST00174,Olivia Anderson,olivia.anderson@example.com,35,Fort Worth,TX,2025-02-12,0.0,0.0,0.0,1,False
CUST00175,Harper Taylor,harper.taylor@example.com,19,Fort Worth,TX,2023-05-23,1.0,52.23,52.23,1,False
CUST00176,Henry Thomas,henry.thomas@example.com,27,Dallas,TX,2026-04-27,2.0,342.17,171.08,1,False
CUST00177,Emma Miller,emma.miller@example.com,32,Denton,TX,2023-09-29,1.0,51.27,51.27,1,False
CUST00178,Ava Taylor,ava.taylor@example.com,47,Fort Worth,TX,2024-03-01,1.0,58.3,58.3,1,False
CUST00179,Olivia Wilson,olivia.wilson@example.com,61,Austin,TX,2023-02-15,2.0,189.92,94.96,1,False
CUST00180,Lucas Taylor,lucas.taylor@example.com,34,Denton,TX,2023-04-05,0.0,0.0,0.0,1,False
CUST00181,Sophia Wilson,sophia.wilson@example.com,21,Houston,TX,2023-03-05,1.0,84.53,84.53,1,False
CUST00182,Harper Taylor,harper.taylor@example.com,24,Austin,TX,2024-02-17,2.0,199.33,99.66,1,False
CUST00183,Henry Anderson,henry.anderson@example.com,58,Frisco,TX,2025-10-29,0.0,0.0,0.0,1,False
CUST00184,Sophia Moore,sophia.moore@example.com,48,Fort Worth,TX,2024-04-03,0.0,0.0,0.0,1,False
CUST00185,Isabella Williams,isabella.williams@example.com,68,Arlington,TX,2024-04-14,1.0,75.07,75.07,1,False
CUST00186,Mia Anderson,mia.anderson@example.com,72,Austin,TX,2025-03-20,2.0,210.05,105.02,1,False
CUST00187,Harper Moore,harper.moore@example.com,56,Arlington,TX,2024-05-20,0.0,0.0,0.0,1,False
CUST00188,Harper Jones,harper.jones@example.com,72,Austin,TX,2026-01-01,3.0,145.81,48.6,1,False
CUST00189,Lucas Davis,lucas.davis@example.com,51,Arlington,TX,2023-03-25,3.0,128.75,42.92,1,False
CUST00190,Lucas Davis,lucas.davis@example.com,23,Plano,TX,2023-02-28,1.0,174.32,174.32,1,False
CUST00191,James Brown,james.brown@example.com,67,Austin,TX,2025-11-10,1.0,103.91,103.91,1,False
CUST00192,Amelia Jackson,amelia.jackson@example.com,55,Frisco,TX,2025-07-06,0.0,0.0,0.0,1,False
CUST00193,Emma Jackson,emma.jackson@example.com,62,Arlington,TX,2023-06-06,1.0,106.88,106.88,1,False
CUST00194,Harper Thomas,harper.thomas@example.com,68,Houston,TX,2024-07-29,2.0,60.71,30.36,1,False
CUST00195,Sophia Anderson,sophia.anderson@example.com,51,Frisco,TX,2025-04-16,1.0,78.86,78.86,1,False
CUST00196,Ava Anderson,ava.anderson@example.com,61,Dallas,TX,2024-11-10,2.0,67.63,33.82,1,False
CUST00197,Noah Smith,noah.smith@example.com,32,Austin,TX,2023-07-22,1.0,70.14,70.14,1,False
CUST00198,Amelia Smith,amelia.smith@example.com,31,Houston,TX,2026-02-03,0.0,0.0,0.0,1,False
CUST00199,Noah Jackson,noah.jackson@example.com,23,Dallas,TX,2026-02-19,2.0,122.57,61.28,1,False
CUST00200,Henry Brown,henry.brown@example.com,67,Austin,TX,2023-11-14,3.0,264.62,88.21,1,False
CUST00201,Olivia Garcia,olivia.garcia@example.com,54,Houston,TX,2026-04-20,2.0,103.74,51.87,1,False
CUST00202,Sophia Davis,sophia.davis@example.com,67,Houston,TX,2024-02-10,1.0,54.05,54.05,1,False
CUST00203,Sophia Garcia,sophia.garcia@example.com,49,Frisco,TX,2025-09-12,3.0,425.63,141.88,1,False
CUST00204,Amelia Thomas,amelia.thomas@example.com,20,Plano,TX,2025-08-06,2.0,50.65,25.32,1,False
CUST00205,Harper Wilson,harper.wilson@example.com,20,Houston,TX,2025-12-29,1.0,12.86,12.86,1,False
CUST00206,Isabella Jackson,isabella.jackson@example.com,39,Plano,TX,2026-03-29,2.0,125.2,62.6,1,False
CUST00207,Amelia Jackson,amelia.jackson@example.com,39,Fort Worth,TX,2026-06-17,1.0,44.76,44.76,1,False
CUST00208,Noah Wilson,noah.wilson@example.com,27,Frisco,TX,2026-03-07,1.0,40.16,40.16,1,False
CUST00209,Amelia Martin,amelia.martin@example.com,68,Denton,TX,2024-05-09,2.0,180.63,90.32,1,False
CUST00210,Sophia Johnson,sophia.johnson@example.com,20,Arlington,TX,2024-11-09,1.0,31.7,31.7,1,False
CUST00211,Isabella Taylor,isabella.taylor@example.com,29,Frisco,TX,2026-06-24,0.0,0.0,0.0,1,False
CUST00212,Emma Smith,emma.smith@example.com,46,Dallas,TX,2026-06-20,4.0,237.11,59.28,1,False
CUST00213,Ethan Johnson,ethan.johnson@example.com,65,Arlington,TX,2025-04-14,1.0,152.38,152.38,1,False
CUST00214,James Jones,james.jones@example.com,34,Arlington,TX,2023-07-13,2.0,296.95,148.48,1,False
CUST00215,Liam Brown,liam.brown@example.com,24,Denton,TX,2023-11-04,1.0,24.07,24.07,1,False
CUST00216,Lucas Brown,lucas.brown@example.com,30,Plano,TX,2024-05-20,2.0,84.08,42.04,1,False
CUST00217,Amelia Wilson,amelia.wilson@example.com,73,Denton,TX,2023-10-08,0.0,0.0,0.0,1,False
CUST00218,Henry Anderson,henry.anderson@example.com,19,Denton,TX,2024-11-05,0.0,0.0,0.0,1,False
CUST00219,Mia Davis,mia.davis@example.com,21,Arlington,TX,2025-07-21,4.0,457.87,114.47,1,False
CUST00220,Olivia Garcia,olivia.garcia@example.com,27,Houston,TX,2024-12-15,1.0,79.66,79.66,1,False
CUST00221,Ethan Smith,ethan.smith@example.com,56,Plano,TX,2024-08-30,4.0,284.1,71.02,1,False
CUST00222,James Johnson,james.johnson@example.com,41,Arlington,TX,2024-04-27,1.0,83.43,83.43,1,False
CUST00223,James Garcia,james.garcia@example.com,34,Plano,TX,2026-05-31,0.0,0.0,0.0,1,False
CUST00224,James Anderson,james.anderson@example.com,69,Fort Worth,TX,2023-04-27,1.0,66.49,66.49,1,False
CUST00225,James Johnson,james.johnson@example.com,23,Plano,TX,2025-08-25,1.0,93.69,93.69,1,False
CUST00226,Noah Jackson,noah.jackson@example.com,36,Austin,TX,2023-07-11,0.0,0.0,0.0,1,False
CUST00227,Henry Moore,henry.moore@example.com,22,Houston,TX,2025-02-26,3.0,301.05,100.35,1,False
CUST00228,Henry Taylor,henry.taylor@example.com,49,Dallas,TX,2024-09-09,2.0,297.14,148.57,1,False
CUST00229,Isabella Jones,isabella.jones@example.com,27,Austin,TX,2024-05-30,0.0,0.0,0.0,1,False
CUST00230,Lucas Martin,lucas.martin@example.com,26,Austin,TX,2023-11-03,4.0,231.05,57.76,1,False
CUST00231,Sophia Jones,sophia.jones@example.com,44,Denton,TX,2024-06-15,5.0,432.42,86.48,1,False
CUST00232,James Garcia,james.garcia@example.com,30,Denton,TX,2023-05-02,3.0,175.93,58.64,1,False
CUST00233,Mia Garcia,mia.garcia@example.com,36,Austin,TX,2024-10-10,3.0,189.84,63.28,1,False
CUST00234,Sophia Martin,sophia.martin@example.com,38,Arlington,TX,2024-08-14,0.0,0.0,0.0,1,False
CUST00235,Henry Garcia,henry.garcia@example.com,41,Plano,TX,2026-03-23,3.0,270.36,90.12,1,False
CUST00236,Ava Martin,ava.martin@example.com,55,Plano,TX,2025-05-19,0.0,0.0,0.0,1,False
CUST00237,Ava Johnson,ava.johnson@example.com,21,Frisco,TX,2026-04-07,2.0,99.68,49.84,1,False
CUST00238,Mia Martin,mia.martin@example.com,41,Arlington,TX,2023-02-28,0.0,0.0,0.0,1,False
CUST00239,Isabella Taylor,isabella.taylor@example.com,52,Houston,TX,2023-10-28,2.0,110.79,55.4,1,False
CUST00240,Henry Martin,henry.martin@example.com,20,Arlington,TX,2024-07-06,1.0,21.97,21.97,1,False
CUST00241,Mia Moore,mia.moore@example.com,21,Arlington,TX,2026-02-14,1.0,45.76,45.76,1,False
CUST00242,Noah Jackson,noah.jackson@example.com,74,Arlington,TX,2026-02-24,0.0,0.0,0.0,1,False
CUST00243,Amelia Martin,amelia.martin@example.com,54,Houston,TX,2024-02-03,1.0,71.04,71.04,1,False
